number	status	branch	owner	patch_set	insertions	deletions	subject
57778	NEW	master	Artem Blagodarenko	11	33098	8	LU-10026 lustre: add lzstd kernel module
57780	MERGED	master	Sebastien Buisson	10	137	44	LU-18637 obd: add 'network' server mount option
57783	NEW	master	Andreas Dilger	6	2	2	LU-18626 tests: enable pjdfstest/chmod_00
57784	MERGED	master	Alexander Zarochentsev	11	22	6	LU-18639 dne: a correct check for dir split
57788	ABANDONED	master	Andreas Dilger	2	1	2	LU-18626 tests: enable pjdfstest/chmod_00
57791	NEW	b2_15	Etienne AUJAMES	1	114	0	LU-5896 wirecheck: add swap layout structs to wirecheck
57792	NEW	b2_15	Etienne AUJAMES	1	130	3	LU-16988 mdd: update projid when merging layout
57793	NEW	b2_15	Etienne AUJAMES	1	278	96	LU-17048 mdd: protect layout change in MDD layer
57794	MERGED	master	Timothy Day	3	62	288	LU-6142 ofd: SPDX for OBD Filter Device
57795	MERGED	master	Timothy Day	2	19	112	LU-6142 echo: SPDX for OBD Echo
57796	MERGED	master	Timothy Day	2	114	724	LU-6142 llite: SPDX for Lustre Lite
57797	MERGED	master	Timothy Day	2	71	530	LU-6142 mdt: SPDX for MetaData Target
57798	MERGED	master	Timothy Day	2	12	34	LU-18641 mdt: remove trivial locking wrapper
57807	MERGED	master	Marc Vef	11	0	2	LU-18643 tests: Do not create subdirectory on client mount
57808	MERGED	master	Serguei Smirnov	2	29	9	LU-18644 socklnd: make link state detection namespace-aware
57809	NEW	master	Qian Yingjin	6	36	2	LU-18456 mdd: add option to enable/disable Trash Can
57812	NEW	b2_15	Etienne AUJAMES	5	25	5	LU-17810 dne: dir restripe without fixed hash flag
57814	MERGED	master	Etienne AUJAMES	2	1	0	LU-18653 utils: add "--clear-fixed" to "lfs migrate" help
57815	NEW	b2_15	Etienne AUJAMES	1	143	50	LU-15913 mdt: disable parallel rename for striped dirs
57818	ABANDONED	master	Arshad Hussain	2	147	147	LU-00000 obd: Fix style issues for obd_support.h (2/3)
57819	MERGED	master	Arshad Hussain	6	27	27	LU-6142 obd: Fix style issues for obd_support.h (3a/3)
57820	MERGED	master	Arshad Hussain	3	32	32	LU-6142 obd: Fix style issues for obd_support.h (2a/3)
57821	MERGED	master	Arshad Hussain	5	64	64	LU-6142 obd: Fix style issues for obd_support.h (2b/3)
57822	MERGED	master	Timothy Day	3	124	327	LU-6142 gss: SPDX for GSS
57824	MERGED	master	Emoly Liu	3	10	28	LU-18114 tests: fix the version checks
57825	ABANDONED	master	Alex Zhuravlev	5	1	1	LU-0000 tests: reproduce a fail in sanity-flr/70a
57828	MERGED	master	Arshad Hussain	3	36	36	LU-6142 obd: Fix style issues for obd_support.h (2c/3)
57829	MERGED	master	Marc Vef	20	660	289	LU-18357 ptlrpc: Add read-only flag for nodemap filesets
57830	ABANDONED	master	Alex Zhuravlev	2	4	0	LU-0000 tests: check sanity/44f w/o debugging
57831	MERGED	master	Timothy Day	2	138	1039	LU-6142 ptlrpc: SPDX for Portal RPC
57833	MERGED	master	Timothy Day	2	16	2	LU-16707 scripts: ignore some files in license-status
57834	MERGED	master	Timothy Day	2	90	322	LU-6142 libcfs: SPDX for libcfs module
57836	ABANDONED	master	Frederick Dilger	4	127	26	LU-13335 utils: allow using uid and gid for prjid
57844	MERGED	master	Artem Blagodarenko	15	12	0	LU-10026 ptlrpc: verify large allocations are aligned
57845	MERGED	master	Artem Blagodarenko	8	5	4	LU-10026 sptlrpc: don't crash for too-large chunk size
57846	ABANDONED	master	Artem Blagodarenko	4	94	19	LU-10026 sec: additional memory page for an object
57847	MERGED	master	Artem Blagodarenko	9	3	6	LU-10026 sec: PTLRPC_MAX_BRW_BITS is maximum pool size
57849	ABANDONED	master	Jian Yu	1	48	1	LU-18617 ldiskfs: restore el8.10 before [4.18.0-553.22.1.el8_10]
57851	MERGED	master	Alex Zhuravlev	19	18	2	LU-18662 tests: skip fstrim on unsupported devices
57856	MERGED	master	Sebastien Buisson	6	236	50	LU-18109 nodemap: fix idmap offset for root
57857	ABANDONED	master	Artem Blagodarenko	1	28	252	LU-10026 csdc: fix compr header for recent kernels
57860	NEW	master	James Simmons	8	1	0	LU-18664 target: set proper kthread state
57861	MERGED	master	James Simmons	7	8	2	LU-17651 lnet: Fix KASAN use-after-free in lnet_net_remove_cpts
57864	MERGED	master	James Simmons	4	15	51	LU-8066 gss: migrate rest of proc files to debugfs
57870	MERGED	master	Li Dongyang	2	1	0	LU-18387 kernel: add missing patch for RHEL 9.5
57871	MERGED	master	Andreas Dilger	12	76	75	LU-18646 tests: use /dev/urandom to consume space
57872	NEW	master	Qian Yingjin	5	497	197	LU-18456 mdd: move tree with multiple levels into trash
57874	ABANDONED	master	Alex Zhuravlev	2	1	1	LU-0000 tests: check sanity-flr/70a
57875	MERGED	master	Jian Yu	2	5	5	LU-18665 kernel: update RHEL 9.5 [5.14.0-503.22.1.el9_5]
57876	MERGED	master	Jian Yu	9	29	0	LU-18668 kernel: new kernel [RHEL 9.6 5.14.0-570.16.1.el9_6]
57877	NEW	master	James Simmons	7	105	150	LU-8066 quota: migrate qmt proc files to debugfs
57883	MERGED	master	Alexander Boyko	4	3	1	LU-18671 mdc: don't send empty rpc for DoM
57884	ABANDONED	master	Cyril Bordage	3	35	2	LU-16897 llite: option to enable/disable SFO
57885	MERGED	master	James Simmons	2	1	9	LU-18621 lnet: fix wrong stats for lnet_net_show_dump
57888	NEW	master	Max Wang	5	5	2	LU-18672 lmv: update stale tgt statfs if uninitialized
57890	MERGED	master	Frederick Dilger	2	294	140	LU-4315 docs: updating lfs-[m-q] mage page style
57891	NEW	master	Alex Zhuravlev	26	1	1	LU-18673 tests: use simple striping in sanityn/108a
57892	ABANDONED	master	Alex Zhuravlev	2	73	0	LU-18674 contrib: docker file for Rocky 9.3
57894	MERGED	master	Timothy Day	8	0	251	LU-18675 llite: drop writepage() implementation
