key	status	resolution	priority	type	assignee	summary
LU-18587	Resolved	Fixed	Minor	Improvement	Mikhail Pershin	allow more NIDs in mkfs.lustre / tunefs.lustre / mount.lustre params
LU-18588	Resolved	Fixed	Major	Bug	Zhenyu Xu	LBUG - LustreError: 949:0:(cl_page.c:178:__cl_page_free()) ASSERTION( cl_page_kmem_size_array[index] == bufsize ) failed:
LU-18589	Resolved	Won't Fix	Minor	Task	Jian Yu	kernel update [RHEL 9.5 5.14.0-503.19.1.el9_5]
LU-1859	Resolved	Cannot Reproduce	Major	Bug	WC Triage	ASSERTION( dt->do_body_ops ) failed:
LU-18590	Resolved	Won't Fix	Minor	Task	Jian Yu	kernel update [RHEL 8.10 4.18.0-553.33.1.el8_10]
LU-18591	Resolved	Fixed	Minor	Task	Sebastien Buisson	remove l_idmap.c and references to /etc/lustre/idmap.conf
LU-18592	Open	Unresolved	Major	Bug	Zhenyu Xu	lod_declare_update_extents()) ASSERTION( start_index == 0 && max_comp == lo->ldo_comp_cnt )
LU-18593	Open	Unresolved	Minor	Bug	WC Triage	sanity test_17m:  crashed cfs_hash_for_each_relax
LU-18594	Resolved	Fixed	Minor	Improvement	Elena Gryaznova	add vmstat and recovery status info to ha.sh
LU-18595	Resolved	Fixed	Major	Improvement	Alexander Boyko	alloc_file_pseudo removing
LU-18596	Resolved	Fixed	Minor	Bug	Sergey Cheremencev	ll_lock_cancel_bits()) ### data mismatch with object
LU-18597	Open	Unresolved	Major	Bug	WC Triage	statahead: statahead thread doesn't stop on unmount
LU-18598	Open	Unresolved	Minor	Bug	WC Triage	sanityn test_80b: ASSERTION( !lu_object_is_dying(dt->do_lu.lo_header) ) failed
LU-18599	Resolved	Fixed	Minor	Bug	Alex Zhuravlev	BUG: unable to handle kernel NULL pointer dereference in lustre_msg_get_opc
LU-186	Resolved	Fixed	Minor	Bug	Hongchao Zhang	recovery-mds-scale (FLAVOR=OSS): (filter.c:151:filter_finish_transno()) LBUG
LU-1860	Closed	Fixed	Minor	Bug	Brian Murrell	set but unused variables
LU-18600	Open	Unresolved	Minor	Bug	WC Triage	deadlock in sanityn/18
LU-18601	Reopened	Unresolved	Minor	Bug	Shaun Tancheff	sanity: seq_write wrote 0 jobs expected 500
LU-18602	Resolved	Fixed	Minor	Bug	Alex Zhuravlev	client may deadlock at umount due to statahead
LU-18603	Open	Unresolved	Minor	Task	Jian Yu	kernel update [SLES15 SP5 5.14.21-150500.55.88.1]
LU-18604	Resolved	Fixed	Minor	Task	Jian Yu	kernel update [SLES15 SP6 6.4.0-150600.23.30.1]
LU-18605	Resolved	Fixed	Minor	Bug	Alex Zhuravlev	sanityn/31 fails with "No such file or directory"
LU-18606	Open	Unresolved	Minor	Bug	Arshad Hussain	refcount_t warning when running sanityn/77j (refcount_t: addition on 0; use-after-free.)
LU-18607	Open	Unresolved	Minor	Bug	WC Triage	a deadlock in sanityn/16k
LU-18608	Resolved	Fixed	Minor	Bug	Qian Yingjin	Insecure data handling  (INTEGER_OVERFLOW) /lustre/llite/pcc.c: pcc_io_fini() in pcc_file_read_iter()
LU-18609	Resolved	Fixed	Major	Bug	Zhenyu Xu	use of logical '&&' with constant operand
LU-1861	Resolved	Fixed	Blocker	Bug	Mikhail Pershin	osd-ldiskfs doesn't set object file type
LU-18610	Resolved	Fixed	Minor	Bug	Shaun Tancheff	Avoid double putting job ref
LU-18611	Resolved	Fixed	Minor	Bug	Lai Siyao	'lctl lfsck_stop -A' may not stop lfsck on all nodes
LU-18612	Resolved	Fixed	Minor	Bug	Hongchao Zhang	Quota over-softlimit flag remained after large file removal
LU-18613	Resolved	Fixed	Minor	Bug	Jian Yu	fix RPMBUILD in lbuild
LU-18614	Open	Unresolved	Minor	Bug	WC Triage	sanity test_60h: stale file handle
LU-18615	Open	Unresolved	Minor	New Feature	Zanhua Huang	Add hidden file support
LU-18616	Resolved	Won't Fix	Minor	Task	Jian Yu	kernel update [RHEL 9.5 5.14.0-503.21.1.el9_5]
LU-18617	Resolved	Won't Fix	Minor	Task	Jian Yu	kernel update [RHEL 8.10 4.18.0-553.34.1.el8_10]
LU-18618	Resolved	Fixed	Minor	Bug	Zhenyu Xu	sanity-flr test_70a: dotruncate: ftruncate: Stale file handle
LU-18619	Open	Unresolved	Minor	Bug	WC Triage	sanity-dom test_12: BUG: unable to handle kernel NULL pointer dereference
LU-1862	Resolved	Duplicate	Minor	Bug	WC Triage	OST_COUNT > 10 will make some sanity script failed.
LU-18620	Open	Unresolved	Major	Bug	Alexander Zarochentsev	LFSCK does not fix broken agent entries
LU-18621	Resolved	Fixed	Minor	Bug	Cyril Bordage	Bad ouput with "lnetctl net show" if net is specified
LU-18622	Resolved	Fixed	Minor	Task	Tim Day	Remove build/ and save kernel configure results
LU-18623	Resolved	Fixed	Minor	Bug	Sebastien Buisson	Rework memory allocation for buffers used by gss
LU-18624	Resolved	Fixed	Minor	Improvement	Jian Yu	Update ZFS version to 2.2.7
LU-18625	Resolved	Fixed	Minor	Bug	Yang Sheng	parallel-scale-nfsv3 test_2: Failed (owc:0 < nwc:1)
LU-18626	Resolved	Fixed	Minor	Bug	Max Wang	chgrp fails for file owner with read-only permissions
LU-18627	Open	Unresolved	Minor	Bug	Shaun Tancheff	Lustre code coverage on kernels with GCOV
LU-18628	Resolved	Duplicate	Minor	Bug	WC Triage	sanity-hsm test_500: FAIL: One llapi HSM test failed
LU-18629	Open	Unresolved	Major	Bug	WC Triage	OSS high load with apparent deadlock in jbd2__journal_start()
LU-1863	Resolved	Duplicate	Minor	Bug	Zhenyu Xu	Test failure with MDS spontaneous rebooting (test suite sanity, subtest test_32n)
LU-18630	Open	Unresolved	Minor	Task	WC Triage	update e2fsprogs to 1.47.2
LU-18631	Open	Unresolved	Minor	Bug	Aurelien Degremont	lustreapi.h is incompatible with GLib
LU-18632	Resolved	Fixed	Minor	Bug	Aurelien Degremont	Some header files are missing from debian packages
LU-18633	Resolved	Fixed	Minor	Bug	Sebastien Buisson	Carry out gss credentials negotiation as user
LU-18634	Closed	Duplicate	Minor	Improvement	WC Triage	add non-page tunable max_mb_per_rpc parameter
LU-18635	In Progress	Unresolved	Minor	Improvement	Rahul Bansal	add non-page tunable max_mb_per_rpc_read/write parameters
LU-18636	Open	Unresolved	Minor	Task	Jian Yu	Build support for llvm-toolset v18
LU-18637	Resolved	Fixed	Minor	Bug	Sebastien Buisson	Control LNet network that servers use to connect to remote peers
LU-18638	Open	Unresolved	Minor	Improvement	Fred Dilger	print project name with 'lfs project'
LU-18639	Resolved	Fixed	Major	Bug	Alexander Zarochentsev	dir split fails after dir merge
LU-1864	Closed	Fixed	Minor	Bug	Li Wei	Test failure on test suite sanity-benchmark, subtest test_bonnie
LU-18640	Open	Unresolved	Minor	Improvement	WC Triage	add option for 'lfs project' to do project name and id lookup only
LU-18641	Resolved	Fixed	Minor	Task	Tim Day	Remove locking wrappers in mdt_io.c
LU-18642	Resolved	Fixed	Minor	Bug	Emoly Liu	sanity test_60a: test failed, see FAILED test_60a messages for specifics
LU-18643	Resolved	Fixed	Minor	Bug	Marc Vef	zconf_mount_clients() should not create a subdirectory that does not exist
LU-18644	Resolved	Fixed	Minor	Bug	Serguei Smirnov	socklnd: make link state detection namespace-aware
LU-18645	Resolved	Fixed	Minor	Bug	WC Triage	sanity test_413a: timeout with zfs
LU-18646	Resolved	Fixed	Minor	Bug	WC Triage	ost-pools test_23b: FAIL: dd didn't fail with ENOSPC (26214400 > 22639616)
LU-18647	Closed	Won't Fix	Minor	Bug	Feng Lei	libaio read file from Lustre in DIO mode reports errno 22
LU-18648	Resolved	Fixed	Minor	Bug	WC Triage	obdfilter-survey test 1c: task txg_sync blocked
LU-18649	Resolved	Fixed	Major	Bug	Zhenyu Xu	parallel-scale-nfsv3 test_connectathon: lock tests failed
LU-1865	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	sanity test 71 hangs
LU-18650	Resolved	Fixed	Minor	Bug	WC Triage	sanity-quota: many subtests failed with zfs-2.2.7
LU-18651	Resolved	Fixed	Minor	Bug	WC Triage	sanity-pfl test_20c: dd should fail with ENOSPC
LU-18652	Reopened	Unresolved	Minor	Bug	James A Simmons	conf-sanity test_32b: FAIL: verify quota failed
LU-18653	Resolved	Fixed	Minor	Bug	Etienne Aujames	Add "--clear-fixed" to "lfs migrate" help
LU-18654	Open	Unresolved	Minor	Bug	WC Triage	sanity test_133f: 'trevis-54vm2 crashed during sanity test_133f'
LU-18655	Resolved	Fixed	Minor	Bug	Sergey Cheremencev	sanity-quota test_6: client.c:2336:ptlrpc_expire_one_request
LU-18656	Resolved	Duplicate	Major	Bug	WC Triage	Use after free in lnet sanity-lnet test 301
LU-18657	Open	Unresolved	Major	Bug	James A Simmons	Bad page state in sanity pcc test 21j
LU-18658	Open	Unresolved	Major	Bug	Peter Jones	circular locking dependency for lod QOS code
LU-18659	Open	Unresolved	Minor	New Feature	Fred Dilger	add new 'lfs projectadd' command to add project entries to the /etc/projid file
LU-1866	Resolved	Fixed	Critical	New Feature	nasf	LFSCK Phase 1.5 for FID-in-dirent and linkEA consistency
LU-18660	Resolved	Fixed	Minor	Improvement	Fred Dilger	add long options for 'lfs project' command
LU-18661	Resolved	Won't Do	Minor	Improvement	WC Triage	allow enable/disable projname->username fallback
LU-18662	Resolved	Fixed	Minor	Improvement	Alex Zhuravlev	wait_delete_completed() fstrim can be very noisy
LU-18663	Open	Unresolved	Minor	Bug	WC Triage	sanity-sec test_23a: Autotest time out
LU-18664	Open	Unresolved	Minor	Bug	James A Simmons	distribute_txn_commit_batchid_update() is called in an atomic context
LU-18665	Resolved	Fixed	Minor	Task	Jian Yu	kernel update [RHEL 9.5 5.14.0-503.22.1.el9_5]
LU-18666	Resolved	Won't Fix	Minor	Task	Jian Yu	kernel update [RHEL 8.10 4.18.0-553.36.1.el8_10]
LU-18667	Resolved	Fixed	Minor	Improvement	Jian Yu	RHEL 10.0 support
LU-18668	Resolved	Fixed	Minor	Improvement	Jian Yu	RHEL 9.6 support
LU-18669	Open	Unresolved	Minor	Bug	WC Triage	sanity-sec test_27c hung
LU-1867	Resolved	Fixed	Critical	Bug	Yang Sheng	replay-single test_89: @@@@@@ FAIL: 4 blocks leaked
LU-18670	Open	Unresolved	Minor	Bug	Hongchao Zhang	sanity-quota test_67: FAIL: Granted(0) for quota_usr in qpool1 is wrong.
LU-18671	Resolved	Fixed	Minor	Bug	Alexander Boyko	LustreError lustre-MDT0000-mdc-ffffa0816bceb000 ost_read failed -116
LU-18672	Open	Unresolved	Minor	Bug	Max Wang	MDT statfs not updated soon enough
LU-18673	Open	Unresolved	Minor	Bug	WC Triage	sanityn/108a fails due to splitted IO
LU-18674	Open	Unresolved	Minor	Bug	WC Triage	dockerfile to build lustre for Rocky 9.3
LU-18675	Open	Unresolved	Minor	Task	Tim Day	Can ->writepage be dropped on newer kernels?
LU-18676	Resolved	Fixed	Major	Bug	Hongchao Zhang	sanity-quota test_49: block usage for user ID 10 is wrong 0, 2
LU-18677	Open	Unresolved	Minor	Improvement	Shaun Tancheff	Add module lookup options to l_getidentity
LU-18678	Resolved	Fixed	Minor	Bug	Shaun Tancheff	dkms in-kernel on SUSE default kernel source dir fix
LU-18679	Open	Unresolved	Minor	Improvement	WC Triage	Allow setting an "immutable inherit" flag on a directory
LU-1868	Resolved	Not a Bug	Major	Bug	Minh Diep - TLC	compiling lustre 2.2 client on centos 6.2 error missing ext4 source
LU-18680	Resolved	Fixed	Minor	Bug	Aurelien Degremont	Improve syntaxes for some nodemap lproc entries
LU-18681	Open	Unresolved	Minor	Improvement	WC Triage	Histogram of client reconnection times during recovery
LU-18682	Resolved	Fixed	Minor	Bug	WC Triage	ost-pools/24 fails due to lack of space
LU-18683	Resolved	Fixed	Minor	Bug	WC Triage	uninitialized semaphore in client_fid_init()
LU-18684	Resolved	Fixed	Minor	Bug	Åke Sandgren	configure --enable-client --disable-server --disable-modules fails on 2.16 due to kernel checks being run
LU-18685	Resolved	Fixed	Minor	Bug	Åke Sandgren	incorrect handling of EXTRAFLAGS in debian/rules
LU-18686	Open	Unresolved	Minor	Improvement	WC Triage	Remove dependency on Java
LU-18687	Open	Unresolved	Minor	Task	Tim Day	Separate userspace/compat code from kernel code
LU-18688	Open	Unresolved	Minor	Bug	Vladimir Saveliev	remove ojbects from restriper->mdr_migrating list under restriper's lock
LU-18689	Resolved	Fixed	Major	Bug	Oleg Drokin	recovery-small test 57 crashes in osp and sptlrpc
LU-1869	Resolved	Fixed	Minor	Improvement	Alex Zhuravlev	do not call gcc directly
LU-18690	Resolved	Fixed	Minor	Bug	Alex Zhuravlev	false failure in sanity-quota/79
LU-18691	Resolved	Fixed	Minor	Bug	Shaun Tancheff	quota interop w/64k pages
LU-18692	Resolved	Fixed	Minor	Bug	Jian Yu	libtool: Version mismatch error
LU-18693	Resolved	Fixed	Major	Bug	Charlie Olmstead	sanity-lnet: nfs: server 10.240.16.204 not responding, timed out
LU-18694	Resolved	Fixed	Minor	Improvement	Sebastien Buisson	Nodemap local root user capabilities
LU-18695	Open	Unresolved	Minor	Bug	WC Triage	racer test_2: Autotest time out
LU-18696	Open	Unresolved	Minor	Bug	WC Triage	node-reset node-reset: Failed to reboot the cluster
LU-18697	Resolved	Fixed	Minor	Bug	Chris Horn	Bug in b2_15 backport "b341288179 LU-14668 lnet: Lock primary NID logic"
LU-18698	Open	Unresolved	Minor	Bug	Tim Day	Client/Server grant disagreement leads to hang
LU-187	Closed	Cannot Reproduce	Minor	Bug	Jian Yu	umount hang when running conf-sanity test 29
LU-1870	Resolved	Fixed	Minor	Bug	Bob Glossman	umount fails with multipath device
LU-18700	Resolved	Duplicate	Minor	Bug	WC Triage	sanityn test_36: space leaked after_dd
LU-18701	Resolved	Won't Fix	Minor	Task	Jian Yu	kernel update [RHEL 9.5 5.14.0-503.23.1.el9_5]
LU-18702	Resolved	Fixed	Minor	Task	Jian Yu	kernel update [RHEL 8.10 4.18.0-553.37.1.el8_10]
LU-18703	Resolved	Won't Fix	Minor	Task	Jian Yu	kernel update [SLES15 SP6 6.4.0-150600.23.33.1]
LU-18704	Closed	Won't Do	Minor	Bug	WC Triage	revert ZFS version to 2.1.15
LU-18705	Resolved	Fixed	Minor	Bug	Qian Yingjin	sanity-pcc test_97 panic: (pcc.c:3077:pcc_vma_file_reset()) ASSERTION( vma->vm_file->f_mapping == inode->i_mapping )
LU-18706	Open	Unresolved	Minor	Bug	Etienne Aujames	mounting a target read-only does not work
LU-18707	Open	Unresolved	Minor	Bug	WC Triage	conf-sanity test_38: returned 1
LU-18708	Open	Unresolved	Minor	Bug	WC Triage	sanity-sec test_55: Autotest time out
LU-18709	Open	Unresolved	Major	Improvement	Peter Jones	High frequency performance counters accessible to non-root users
LU-1871	Resolved	Duplicate	Blocker	Bug	Lai Siyao	MDS oops in mdsrate-create-small.sh: Thread overran stack, or stack corrupted
LU-18710	Open	Unresolved	Minor	Bug	Zhenyu Xu	mmap traffic isn't reflected in the llite stats file
LU-18711	Resolved	Fixed	Major	Improvement	Peter Jones	Add latency counters
LU-18712	Open	Unresolved	Minor	Improvement	Peter Jones	Application and Driver level client counters
LU-18713	Open	Unresolved	Minor	Bug	Jian Yu	sanity-compr test_27M: (13) pool found: test_27Ia
LU-18714	Open	Unresolved	Minor	Bug	WC Triage	sanity-compr test_56xb: hard links individually migrated (1 != 11)
LU-18715	Resolved	Fixed	Minor	New Feature	Marc Vef	Improve lctl nodemap_info
LU-18716	Resolved	Fixed	Minor	Task	Jian Yu	kernel update [RHEL 9.5 5.14.0-503.23.2.el9_5]
LU-18717	Resolved	Fixed	Minor	Task	Jian Yu	kernel update [RHEL 8.10 4.18.0-553.40.1.el8_10]
LU-18718	Resolved	Fixed	Major	Bug	Zhenyu Xu	Kernel panic on lcommon_cl.c:150:cl_file_inode_init()) LBUG, lcommon_cl.c:150:cl_file_inode_init()) ASSERTION( (((inode->i_mode) & 00170000) == 0100000) )
LU-18719	Open	Unresolved	Minor	Bug	Hongchao Zhang	make the error message of "lfs setquota" to be more meaningful
LU-1872	Resolved	Fixed	Blocker	Bug	Niu Yawei	OST soft lockup in recovery scale
LU-18720	Resolved	Fixed	Minor	Bug	Alex Zhuravlev	sanity-quota test_1a: @@@@@@ FAIL: user write success, but expect EDQUOT
LU-18721	Resolved	Fixed	Minor	Task	Jian Yu	kernel update [SLES15 SP6 6.4.0-150600.23.38.1]
LU-18722	Open	Unresolved	Minor	Improvement	Sanyam Bansal	Add MDS histogram stat for average file/dir size, components, stripe count
LU-18723	Resolved	Fixed	Minor	Bug	Qian Yingjin	sanity-hsm 500 hangs in llapi_hsm_copytool_recv
LU-18724	Open	Unresolved	Minor	Bug	WC Triage	replay-dual test_22a: crash
LU-18725	Open	Unresolved	Minor	Improvement	Sohei Koyama	Create ll_decode_lov
LU-18726	Open	Unresolved	Minor	Bug	WC Triage	Installing lustre-all-dkms 2.16.1 fails
LU-18727	Resolved	Fixed	Minor	Bug	Alex Zhuravlev	general protection failure in distribute_txn_insert_by_batchid()
LU-18728	Resolved	Fixed	Minor	Bug	Bruno Faccini	sanity/test_413a and conf-sanity/test_32[b,c,e,h] permanent timeout/failures with ZFS back-end only
LU-18729	Resolved	Duplicate	Minor	Bug	WC Triage	sanity/test_413a and conf-sanity/test_32[b,c,e,h] permanent timeout/failures with ZFS back-end only
LU-1873	Resolved	Fixed	Major	Bug	Minh Diep - TLC	Test Framework allows osd-zfs to be used without OFD
LU-18730	Resolved	Duplicate	Minor	Bug	WC Triage	sanity/test_413a and conf-sanity/test_32[b,c,e,h] permanent timeout/failures with ZFS back-end only
LU-18731	Resolved	Duplicate	Minor	Bug	WC Triage	sanity/test_413a and conf-sanity/test_32[b,c,e,h] permanent timeout/failures with ZFS back-end only
LU-18732	Resolved	Duplicate	Minor	Bug	WC Triage	sanity/test_413a and conf-sanity/test_32[b,c,e,h] permanent timeout/failures with ZFS back-end only
LU-18733	Resolved	Duplicate	Minor	Bug	WC Triage	sanity/test_413a and conf-sanity/test_32[b,c,e,h] permanent timeout/failures with ZFS back-end only
LU-18734	Resolved	Duplicate	Minor	Bug	WC Triage	sanity/test_413a and conf-sanity/test_32[b,c,e,h] permanent timeout/failures with ZFS back-end only
LU-18735	Resolved	Duplicate	Minor	Bug	WC Triage	sanity/test_413a and conf-sanity/test_32[b,c,e,h] permanent timeout/failures with ZFS back-end only
LU-18736	Open	Unresolved	Critical	Bug	Sergey Cheremencev	pool_add_objects order 0 support for OBD_ALLOC_LARGE
LU-18737	Open	Unresolved	Minor	Bug	WC Triage	conf-sanity test_8: check_mount2 failed (No space left on device)
LU-18738	Resolved	Fixed	Minor	Bug	Olaf Faaland	lfs hang when non-target file system is disconnected
LU-18739	Closed	Done	Minor	Bug	Rahul Bansal	max_pages_per_rpc gives "out of range" error for values less than 1M
LU-1874	Resolved	Cannot Reproduce	Minor	Bug	Alex Zhuravlev	failure on replay-single test_0c: mount /mnt/mds1 failed: Address already in use
LU-18740	Resolved	Fixed	Trivial	Bug	Alex Zhuravlev	lustre/mgs/mgs_llog.c doesn't build with gccc 11.5.0
LU-18741	Open	Unresolved	Minor	New Feature	Frank Sehr	Alternative Names Policy interface names
LU-18742	Open	Unresolved	Minor	Bug	Qian Yingjin	LustreError: statahead.c:2415:start_statahead_thread(): can't start ll_sa thread, rc: -4
LU-18743	Resolved	Fixed	Major	Bug	James A Simmons	sanity-scrub test fail with debug enabled kernels.
LU-18744	Resolved	Fixed	Minor	Bug	Sebastien Buisson	sanity-sec test_27ab: lfs setquota failed
LU-18745	Open	Unresolved	Trivial	Bug	WC Triage	sanity test_404: @@@@@@ FAIL: activate error
LU-18746	Open	Unresolved	Minor	Improvement	Zhenyu Xu	'lfs mirror extend' should allow creating a new STALE mirror
LU-18747	Open	Unresolved	Minor	Improvement	Etienne Aujames	Improve e2image performances
LU-18748	Resolved	Fixed	Minor	Improvement	Andreas Dilger	add "statfs_state" parameter to all OBD/OSP devices
LU-18749	Resolved	Fixed	Minor	Bug	Yang Sheng	Check page for zerocopy
LU-1875	Resolved	Cannot Reproduce	Minor	Bug	Hongchao Zhang	Test failure on test suite recovery-random-scale, subtest test_fail_client_mds
LU-18750	Resolved	Fixed	Minor	Task	Jian Yu	kernel update [RHEL 9.5 5.14.0-503.26.1.el9_5]
LU-18751	Resolved	Fixed	Minor	Bug	Frank Sehr	Segfault in lnetctl fault command
LU-18752	Resolved	Fixed	Minor	Bug	Tim Day	Standardize error handling in obd_class.h
LU-18753	Open	Unresolved	Minor	Bug	Tim Day	Remove unused code
LU-18754	Resolved	Fixed	Minor	Bug	Shaun Tancheff	Explicily include openssl/rand.h for el10
LU-18755	Open	Unresolved	Critical	Bug	Alexey Lyashkov	landing a LU-17480 don't fixes an LBUG in CM event handler.
LU-18756	In Progress	Unresolved	Major	Improvement	Marc Vef	tag all OST objects with parent FID
LU-18757	Resolved	Fixed	Major	Improvement	Marc Vef	'truncate' does not save IDs on objects
LU-18758	Resolved	Fixed	Minor	Bug	Feng Lei	'lfs migrate --block' does not block modifications
